,0,1,2,3,4
0,0.6064518904059517,0.27494996619047896,0.907001253755952,0.7824820486142396,0.13967185039644164
1,0.36010027499828945,0.7246785518250322,0.20836816318946086,0.8861660605084682,0.6894511822162522
2,0.6333977614137594,0.42842781021549525,0.60360262760112,0.11238545273563612,0.7560103087244711
3,0.04283995632716843,0.8466639147057415,0.13569796597045267,0.8440351321253473,0.39160859708413526
4,0.37508952605256873,0.4938783184695488,0.5666897192681748,0.5083066822138746,0.09224363050096718
5,0.2655772591279095,0.6094689353533478,0.44633403545923006,0.7057432784475912,0.20690829960870433
6,0.727853609669813,0.07760088792992517,0.9292315161013212,0.766304939201944,0.8406791759426397
7,0.19152313959393574,0.9578777787666793,0.3624726622086226,0.3473626130781671,0.9818478749246244
8,0.9924849650641724,0.2432262497596673,0.6732702308735814,0.6045096431277248,0.728892027323964
9,0.8782657014420594,0.39359502603478946,0.2603149859722342,0.6575609125415791,0.34172007588503456
10,0.828792792516644,0.7417879110389338,0.4081930210428628,0.05355715938145933,0.1126065821531385
11,0.6516088256659556,0.1325433451847305,0.9228120132632708,0.5881763547581802,0.3077098940112459
12,0.5711945047894064,0.5201984612715141,0.9486701094157467,0.3773254936570225,0.5203166813177197
13,0.3499163433871222,0.624569515341333,0.5173424144072757,0.22542163029772316,0.7102138514435077
14,0.39631543687228576,0.7993808298021784,0.004907363281002176,0.9624001806781506,0.6781342971301577
15,0.9202352697067022,0.17687895789134794,0.4670159443891859,0.27845200417195637,0.505340224473408
16,0.977060594388493,0.1050983342035896,0.12288355114197096,0.43026160307085015,0.3622599092147709
17,0.24319211555605563,0.15240673295013663,0.6500673300728921,0.6795062612266335,0.8872490766061798
18,0.2836057032544197,0.891396313310207,0.8198645386185055,0.09595916710670148,0.9147746750138765
19,0.4559676168502097,0.001920760349622013,0.0282518415233439,0.01911084789416455,0.6343503532465176
20,0.2106932048374222,0.22060980235023586,0.2400983963570063,0.9187544649292138,0.9668442273973508
21,0.8636429705818939,0.5113063842216425,0.6123542695163994,0.5294361509488285,0.4351682154192471
22,0.6844119431933977,0.20362140016731173,0.2502518712529935,0.16082901163419852,0.6086560823652492
23,0.534205530135023,0.22783512641354967,0.082065797459402,0.19158029541443006,0.570049183310585
24,0.9062366683264971,0.6719818316702726,0.8466048849172642,0.2583336618102545,0.9484544128703073
25,0.5111160942726339,0.29726001836725274,0.6932592674471163,0.6229380640772292,0.5438828490705679
26,0.22737975002753663,0.030858163746334804,0.19548906568747645,0.08507325362432228,0.5817971677865678
27,0.9557417670344478,0.8205141526483191,0.5803341454927846,0.30329129710550806,0.4186909391945286
28,0.4883961959467775,0.6510301852822848,0.7601493046033632,0.011578625728549377,0.45104310216924415
29,0.8030635102373471,0.9933579567952521,0.552580236941859,0.21064100038546818,0.027710533234778244
30,0.7063211468845394,0.569525301504909,0.34766714697695905,0.06148251573362938,0.31547467950976066
31,0.6125622484577983,0.41066995471465517,0.039924899917174385,0.4875330102914165,0.04314885945891822
32,0.30431795948866003,0.7650796144395696,0.43436969988627083,0.6985610127899519,0.7796889292724782
33,0.5545355292112012,0.12302571517261009,0.877288771018985,0.9903426343116647,0.1674131648003217
34,0.7700239082736197,0.7922402407459807,0.1791221297208011,0.890345889456966,0.8955498510677832
35,0.41996831144619606,0.7053731837078436,0.7418121804545298,0.6304362833291955,0.49405935495644826
36,0.1205827480086771,0.8676262887723858,0.8022841928348202,0.3697615317786871,0.8165621767733701
37,0.15460357239481054,0.34165401378147486,0.3760584366669254,0.4506442730906633,0.2704090751999755
38,0.7574786417356557,0.3206082906568627,0.864173646596032,0.40686822428054104,0.2305538930802861
39,0.08106461479820791,0.05506511119193733,0.09778805953563158,0.8020249328145422,0.15070643500086714
40,0.0003840848779417425,0.35609303124328145,0.2957653254611592,0.9295422410448412,0.10256962996504079
41,0.9422342146842482,0.8835239526621811,0.72825442700396,0.27604463208029234,0.1975807801124045
42,0.8413296154995246,0.6384204357848698,0.06156869800443408,0.8252835709832748,0.25137914315637466
43,0.47458035173453783,0.9706293762783865,0.5189138537795098,0.47040831343708417,0.8078665271319814
44,0.5809039724458114,0.9191786263289071,0.7193661634865509,0.3198484144759952,0.014712232777066526
45,0.0954058281919349,0.692655093021797,0.7819856143507232,0.5661539394987478,0.9412098425868269
46,0.7914969361690369,0.4750986989746394,0.3225897317149621,0.14563772722469862,0.06050829289564163
47,0.3237919765529321,0.460828773560003,0.9778151481630201,0.7372985498529847,0.6228562990148783
48,0.6884075060012609,0.3819665648896737,0.48976128182661643,0.7429889812837107,0.3723176331720788
49,0.17769205134723534,0.5479683783785777,0.6406009103834698,0.8536070297266417,0.7641667716250902
50,0.43949444004627114,0.058015386161230156,0.40165286559380453,0.5461912155922022,0.6563197655979568
51,0.03230787820812962,0.5892710742942624,0.3101931653759207,0.9680286793295758,0.29006538828774936
52,0.14057782150366133,0.2950098874297339,0.9891129384070675,0.17482848577767407,0.4724080871617648
53,0.061134639916511246,0.9297294354983491,0.15634424994074284,0.41009029009861814,0.8667521925733803
