,0,1,2
0,0.8688271235538659,4.309137098613397,1.0
1,0.8654621669922047,4.558870292097949,1.0
2,0.8257477813090012,4.628965482892223,1.0
3,0.8184599815993295,4.951914102129882,1.0
4,0.9580169713309861,4.291313847653274,1.0
5,0.9283897972528348,4.182247112729962,1.0
6,0.6103396925050166,4.409579426638737,1.0
7,0.7509769707363749,4.476692779123998,1.0
8,0.6879675072120703,4.254256067950823,1.0
9,0.9051693490115307,4.677062247894196,1.0
10,0.8076089138055308,4.93341407375466,1.0
11,0.9721951496426218,4.135401133197865,1.0
12,0.8199785256767743,4.216927390582856,1.0
13,0.9104928863657864,4.177587642366612,1.0
14,0.8814174514370251,4.012141381717892,1.0
15,0.8217440421672974,4.304842221414207,1.0
16,0.7220319406851012,4.640342701998248,1.0
17,0.9486281695695106,4.660228056525666,1.0
18,0.8128868909675553,4.115565865666335,1.0
19,0.8634516656902604,4.418814572023278,1.0
20,0.8909216580771167,4.053363678101985,1.0
21,0.8959022100905661,4.945641370268195,1.0
22,0.8401488402369802,4.758642310930736,1.0
23,0.8311406936452663,3.9675414309475867,1.0
24,0.7341063023033167,4.410205202172817,1.0
25,0.8728852963014332,4.334471203642746,1.0
26,0.8164980168220252,4.787632919383502,1.0
27,0.8118972958113735,4.516958787704871,1.0
28,0.7486988601640272,4.593078021596758,1.0
29,0.8145430876852988,3.982038123258909,1.0
30,0.8884468929437959,4.3290516991724965,1.0
31,0.8442154903301361,4.701565799810981,1.0
32,0.8784040690900671,4.265243610720738,1.0
33,0.9422406663182942,4.146936466261259,1.0
34,0.8145378000150806,4.005516178758766,1.0
35,0.8086022457080144,4.1040953009644,1.0
36,0.9649411009991524,4.277787617564683,1.0
37,0.8719803031778628,4.621181532441887,1.0
38,0.8362911841604902,3.893867003490807,1.0
39,0.8232997396743835,4.585657955629394,1.0
40,0.767705384726159,4.250722989391677,1.0
41,0.9662006334389264,4.771792059749637,1.0
42,0.7785639118765052,4.544786765344652,1.0
43,0.839126851902468,4.205064944905321,1.0
44,0.7662808923477121,4.102539835278979,1.0
45,1.0097357502557147,4.825378434299514,1.0
46,0.8271216881334104,4.586732879512868,1.0
47,0.9783292975918484,4.483256646163886,1.0
48,0.7758694463509572,4.024003946155532,1.0
49,0.8785055901478908,4.003769146336772,1.0
50,0.9126792205956781,4.107008149061645,2.0
51,0.761723390046242,4.25272739034699,2.0
52,0.9589936533838526,4.446660144920334,2.0
53,0.904864031633156,4.506014246432167,2.0
54,0.9122194806707825,4.605873046205152,2.0
55,0.9225565922472648,3.837615184067482,2.0
56,0.9496154362154526,4.76936328006238,2.0
57,0.8463713872042766,4.216950615235107,2.0
58,0.9644184386781828,3.8114605904149848,2.0
59,0.9414627003353349,4.1192616658000905,2.0
60,0.8300861634368534,3.952494356919706,2.0
61,0.9526785317589184,4.311025759757706,2.0
62,0.9361957251888788,4.581216558701794,2.0
63,0.8600282041536893,4.27232386293972,2.0
64,1.0797791395486867,4.60909412816762,2.0
65,0.9863612960926783,4.351765891988458,2.0
66,0.9642247430392483,4.172021662717382,2.0
67,0.92755039265715,4.207475043149237,2.0
68,0.9722899621220451,4.233672316716201,2.0
69,0.799643830587533,4.064240305439655,2.0
70,0.9321076040440305,3.9003951531186223,2.0
71,0.8379561726849736,4.236126908538561,2.0
72,0.9366520530161354,4.301473516537794,2.0
73,1.0874803815557739,4.066851539318436,2.0
74,0.9537655157670862,4.544644868720327,2.0
75,0.9164307536572555,4.4120672931958325,2.0
76,0.9504939945204717,4.468122573260063,2.0
77,0.8618468125941274,4.403752327314997,2.0
78,0.9033289373335432,4.1988049742086995,2.0
79,0.9148479515198515,3.8973767345428936,2.0
